,site_name,development_status,development_status,long,lat,technology_type,capacity,county,region,country
11785,Kent Medway Adolescent Hospital - Ground Mounted Solar Panels,Application Refused,Planning Permission Refused,0.5554630670223974,51.148232712359736,Solar Photovoltaics,0.23,Kent,South East,England
11786,"Guru Nanak Gurdwara, High Street - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.9715727536614738,52.495781199079325,Solar Photovoltaics,0.21,West Midlands,West Midlands,England
11787,"Corby East Midlands International Pool, Parkland Gateway - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.7045016098618649,52.488020890181986,Solar Photovoltaics,0.30,Northamptonshire,East Midlands,England
11788,Pumping Station - Micro Energy Storage,Awaiting Construction,Planning Permission Granted,-0.647171790234516,51.90612836458164,Battery,0.20,Bedfordshire,Eastern,England
11789,Grosvenor Road - Solar Panels,Revised,Revised,-1.8739503000804942,52.5047615693035,Solar Photovoltaics,0.28,West Midlands,West Midlands,England
11790,"Idleigh Court Road, New Ash Green - Solar Array",Application Submitted,Planning Application Submitted,0.3277888542974261,51.368587010534085,Battery,15.00,Kent,South East,England
11791,"Herts And Essex High School, Warwick Road - Solar Panels",Awaiting Construction,Planning Permission Granted,0.17110373244618052,51.86774425377137,Solar Photovoltaics,0.35,Hertfordshire,Eastern,England
11792,The Barton - Energy Storage Facility,Application Submitted,Planning Application Submitted,-3.9025928517404664,50.78775330493025,Battery,0.20,Devon,South West,England
11793,Wardlaw Wood -  Solar Farm,Awaiting Construction,Planning Permission Granted,-4.753233300531879,55.72316802507589,Solar Photovoltaics,19.99,Strathclyde,Scotland,Scotland
11794,Peel Road Phase 2 - Solar Farm,Application Submitted,Planning Application Submitted,-2.977465312939325,53.78337579178738,Solar Photovoltaics,13.00,Lancashire,North West,England
11795,"Data Centre, Dennison House, Stanhope Road -  Solar Panels",Revised,Revised,-0.7646112987312557,51.3326665352364,Solar Photovoltaics,1.22,Surrey,South East,England
11796,"Allt Teanga Brideig, Uluvat - Hydro Electric Scheme",Awaiting Construction,Planning Permission Granted,-5.915427963663336,56.39670947313111,Small Hydro,0.37,Argyll And Bute,Scotland,Scotland
11797,"Fluke Calibration, Hurricane Way - Solar Panels",Awaiting Construction,Planning Permission Granted,1.2924753816218135,52.672474841158106,Solar Photovoltaics,0.48,Norfolk,Eastern,England
11798,"Barff Farm, Glentham - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.4981680273082533,53.40709301606896,Solar Photovoltaics,0.25,Lincolnshire,East Midlands,England
11799,"Advanced Blade Building, Brunel Way - Solar Photovoltaics",Awaiting Construction,Planning Permission Granted,-1.3782282579017922,53.3866379736766,Solar Photovoltaics,0.81,South Yorkshire,Yorkshire and Humber,England
11800,"Dacorum Sports Centre, Park Road - Solar PV Panels",Awaiting Construction,Planning Permission Granted,-0.4764830543730153,51.74648096968729,Solar Photovoltaics,0.32,Hertfordshire,Eastern,England
11801,"Withy Place, Bramley Road - Battery Energy Storage",Application Submitted,Planning Application Submitted,-1.071216495421899,51.34478708407186,Battery,50.00,Berkshire,South East,England
11802,Curver Way - Solar Panels,Awaiting Construction,Planning Permission Granted,-0.6618429010795762,52.50135566995871,Solar Photovoltaics,1.00,Northamptonshire,East Midlands,England
11803,St Helens Green Hydrogen Facility,Awaiting Construction,Planning Permission Granted,-2.742859289570685,53.44250918640985,Hydrogen,15.00,Merseyside,North West,England
11804,Meridan Leisure Centre -  Solar Panels,Awaiting Construction,Planning Permission Granted,0.010132952694183057,53.361750867665066,Solar Photovoltaics,0.38,Lincolnshire,East Midlands,England
11805,"Parker Steel, Vauxhall Industrial Road -  Solar Panels",Awaiting Construction,Planning Permission Granted,1.1051158179336007,51.29585677917933,Solar Photovoltaics,1.00,Kent,South East,England
11806,Great Oak Energy Hub,Awaiting Construction,Planning Permission Granted,-0.35688362700078136,51.00901622282921,Battery,400.00,West Sussex,South East,England
11807,"Worcester Rugby Football Club, Hindlip - Micro Energy Storage Facility",Revised,Revised,-2.1608204277816516,52.218418528385484,Battery,0.20,Worcestershire,West Midlands,England
11808,"Appleton Academy, Woodside Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.7713837121925606,53.74249191585668,Solar Photovoltaics,0.23,West Yorkshire,Yorkshire and Humber,England
11809,"Western Wood Way, Langage Business Park -  Solar Panels",Awaiting Construction,Planning Permission Granted,-4.018619360330386,50.39077881717299,Solar Photovoltaics,0.13,Devon,South West,England
11810,"Parklands High School, Southport Road -  Solar Photovoltaic Panels",Awaiting Construction,Planning Permission Granted,-2.6464688846351283,53.65582765529399,Solar Photovoltaics,0.29,Lancashire,North West,England
11811,"Park Central, Cullet Drive -  Solar Panels",Awaiting Construction,Planning Permission Granted,0.7504071660083843,51.4071365860574,Solar Photovoltaics,0.40,Kent,South East,England
11812,"K2 Crawley Leisure Centre, Pease Pottage Hill - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.1912024329613589,51.097191965567234,Solar Photovoltaics,0.42,West Sussex,South East,England
11813,"Hachette UK Distribution Centre, Milton Road -  Solar Panels",Application Submitted,Planning Application Submitted,-1.2797631862106882,51.62095825577477,Solar Photovoltaics,0.87,Oxfordshire,South East,England
11814,"Workington Leisure Centre, Griffin Street -  Solar Panls",Awaiting Construction,Planning Permission Granted,-3.5454804063506957,54.64586275374344,Solar Photovoltaics,0.17,Cumbria,North West,England
11815,"Bentham House Farm, Mopes Lane  - Solar Farm",Application Submitted,Planning Application Submitted,-1.865648882724054,51.60095249825535,Solar Photovoltaics,12.00,Wiltshire,South West,England
11816,Wind Turbine Development in Donaghcloney,Application Submitted,Planning Application Submitted,-6.24879368113029,54.42301459436391,Wind Onshore,0.60,Craigavon,Northern Ireland,Northern Ireland
11817,"Old Wells Road, Stoke St Michael - Solar Panels",Application Submitted,Planning Application Submitted,-2.4658565165760327,51.21361460834678,Solar Photovoltaics,1.93,Somerset,South West,England
11818,Middleton Of Potterton Farm -  Battery Energy Storage System,Application Submitted,Planning Application Submitted,-2.1136702109135967,57.23416624917807,Battery,49.90,Aberdeenshire,Scotland,Scotland
11819,Solar Farm Development in Antrim,Application Submitted,Planning Application Submitted,inf,inf,Solar Photovoltaics,20.00,Newtownabbey,Northern Ireland,Northern Ireland
11820,"Hood Barton, Staverton - Battery Energy Storage System",Application Submitted,Planning Application Submitted,-3.7320288149710397,50.46188385826745,Battery,99.00,Devon,South West,England
11821,"Broughton Hub, Rigby Street - Solar Panels",Awaiting Construction,Planning Permission Granted,-2.2597640038656026,53.507025274620176,Solar Photovoltaics,0.19,Greater Manchester,North West,England
11822,"Nantycaws Waste Management Facility, Llanddarog - Solar Farm",Awaiting Construction,Planning Permission Granted,-4.212209658115659,51.8358632737629,Solar Photovoltaics,2.00,Carmarthenshire,Wales,Wales
11823,"Glebe Farm, Curdridge Lane - Solar Farm ",Application Submitted,Planning Application Submitted,-1.212184127827162,50.9354965772515,Solar Photovoltaics,10.00,Hampshire,South East,England
11824,"Glebe Farm, Curdridge Lane - Battery Energy Storage System",Application Submitted,Planning Application Submitted,-1.212184127827162,50.9354965772515,Battery,,Hampshire,South East,England
11825,"Vinci Technology Centre, Leighton Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.6383378110221519,51.911754045360574,Solar Photovoltaics,0.33,Bedfordshire,Eastern,England
11826,"Weinerberger House, Brooks Drive - Solar Panels",Application Submitted,Planning Application Submitted,-2.222175686417114,53.37736991993093,Solar Photovoltaics,0.13,Cheshire,North West,England
11827,"Moat House Leisure & Neighbourhood Centre, Winston Avenue - Solar Panels",Application Submitted,Planning Application Submitted,-1.4633611960843793,52.435405182123645,Solar Photovoltaics,0.27,West Midlands,West Midlands,England
11828,"Herts and Essex Sports Centre, Beldams Lane - Solar Panels",Awaiting Construction,Planning Permission Granted,0.17963845880414703,51.86340492155418,Solar Photovoltaics,0.23,Hertfordshire,Eastern,England
11829,"Burnt House Farm, Nedderton Village - Battery Energy Storage System",Application Submitted,Planning Application Submitted,-1.6327457946627508,55.14102663719002,Battery,50.00,Northumberland,North East,England
11830,"Kelsall Hill Equestrian Centre, Middlewich Road - Solar Panels",Application Submitted,Planning Application Submitted,-2.679978113269828,53.2105490088551,Solar Photovoltaics,0.37,Cheshire,North West,England
11831,Burton Green Farm - Battery Energy Storage,Application Submitted,Planning Application Submitted,-1.6104871086720218,52.374946981463054,Battery,100.00,Warwickshire,West Midlands,England
11832,Central Park Leisure - PV System,Awaiting Construction,Planning Permission Granted,0.22602843296762343,51.605822079317036,Solar Photovoltaics,0.37,Essex,London,England
11833,"Neutral Farm, Mill Lane - Solar Panels",Awaiting Construction,Planning Permission Granted,1.4610359402210304,52.10730583490053,Solar Photovoltaics,0.17,Suffolk,Eastern,England
11834,Harwell Science And Innovation Campus -Solar Panels,Awaiting Construction,Planning Permission Granted,-1.3197344571257152,51.57533113962872,Solar Photovoltaics,0.59,Oxfordshire,South East,England
11835,Priorletham Farmhouse - Solar PV Array,Awaiting Construction,Planning Permission Granted,-2.8051224677776796,56.30792006525637,Solar Photovoltaics,0.16,Fife,Scotland,Scotland
11836,"Ipswich High School, Main Road -  Solar Panels",Awaiting Construction,Planning Permission Granted,1.1953486839898055,52.002918290763255,Solar Photovoltaics,0.39,Suffolk,Eastern,England
11837,"Westcroft Leisure Centre, Westcroft Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.15667206061264674,51.367356209443344,Solar Photovoltaics,0.27,Surrey,London,England
11838,Cross Rein Bank Solar Farm - Solar Farm,Application Submitted,Planning Application Submitted,-1.4999830893080623,54.38923734947188,Solar Photovoltaics,19.00,North Yorkshire,Yorkshire and Humber,England
11839,Cannon Street - Solar Photovoltaic Panels,Awaiting Construction,Planning Permission Granted,-0.08978962943009419,51.51135444029391,Solar Photovoltaics,0.30,London,London,England
11840,"Westmorland Motorway Services, Tebay - Solar Array",Application Submitted,Planning Application Submitted,-2.6099818792809275,54.449653660321346,Solar Photovoltaics,1.25,Cumbria,North West,England
11841,Crockwell Hill  - Solar Farm,Application Submitted,Planning Application Submitted,-1.1342033223028873,52.29428286448748,Solar Photovoltaics,6.00,Northamptonshire,East Midlands,England
11842,"Hadden Court, Glaisdale Parkway - Roof Mounted Solar Panels",Awaiting Construction,Planning Permission Granted,-1.2279648025045977,52.95896624105086,Solar Photovoltaics,0.33,Nottinghamshire,East Midlands,England
11843,"Manor Bakeries, Newcastle Road - Solar Panels",Awaiting Construction,Planning Permission Granted,-2.2110455300256286,52.99547882169355,Solar Photovoltaics,0.61,Staffordshire,West Midlands,England
11844,"Major Barclay Farms, Beeches Manor -  Solar PV Panels",Application Withdrawn,Planning Application Withdrawn,0.1035594892989439,51.95361586179365,Solar Photovoltaics,0.20,Hertfordshire,Eastern,England
11845,"Elring Klinger, Troisdorf Way - Solar PV Panels",Awaiting Construction,Planning Permission Granted,-1.088158124260177,54.59157896672279,Solar Photovoltaics,0.41,Cleveland,North East,England
11846,"Southern Group Laboratory, Cavendish Courtyard - Solar Panels",Awaiting Construction,Planning Permission Granted,-0.6546869767288132,52.50363905575923,Solar Photovoltaics,0.32,Northamptonshire,East Midlands,England
11847,"Ellenroad Farm, Bentgate Street - Battery Energy Storage System",Awaiting Construction,Planning Permission Granted,-2.108486150780378,53.599676596157195,Battery,30.00,Lancashire,North West,England
11848,"Boxgrove Common, Tinwood Lane - Battery Energy Storage System",Application Submitted,Planning Application Submitted,-0.6868262878423829,50.862191758067716,Battery,70.00,West Sussex,South East,England
11849,"Drumlan Hall Farm, Newton Lane - Roof Mounted PV Panels",Awaiting Construction,Planning Permission Granted,-2.7503090864630164,53.13252372130025,Solar Photovoltaics,0.30,Cheshire,North West,England
11850,The Vale - Micro Energy Storage Facility,Application Refused,Planning Permission Refused,-1.2376090955059782,54.55346459691517,Battery,0.20,Cleveland,North East,England
11851,"Imperial Way, Eagle Business Park - Solar PV System",Awaiting Construction,Planning Permission Granted,-0.23830482441556905,52.52504670010328,Solar Photovoltaics,0.35,Cambridgeshire,Eastern,England
11852,"Hi Speed Services, Haynes Way - Solar Panels",Awaiting Construction,Planning Permission Granted,-1.2693000789679831,52.397092251243805,Solar Photovoltaics,0.20,Warwickshire,West Midlands,England
11853,"Woodbridge High School, St Barnabas Road - Solar Panels",Awaiting Construction,Planning Permission Granted,0.0331999888704024,51.600966888757405,Solar Photovoltaics,0.54,Essex,London,England
11854,"Lady Heyes Camping And Caravan Site, Kingsley Road - Solar Panels",Application Submitted,Planning Application Submitted,-2.6981316315747583,53.276234374052855,Solar Photovoltaics,0.39,Cheshire,North West,England
11855,Riverside Park Industrial Estate - Battery Energy Storage,Awaiting Construction,Planning Permission Granted,-1.2476281120957553,54.58623116276109,Battery,0.20,Cleveland,North East,England
11856,Marton Road - Micro Energy Storage Facility,Application Refused,Planning Permission Refused,-1.2126379468514872,54.54226856009652,Battery,0.20,Cleveland,North East,England
11857,The North West & South East Sides Of The A19 - Energy Storage Facility,Application Refused,Planning Permission Refused,-1.2694771460986132,54.552483832531685,Battery,0.20,Cleveland,North East,England
